Listing_ID,Source,Locality,Sub_Region,Locality_Tier,Society_Name,Rent,BHK,Bathroom,Floor,Total Floors,Carpet_Area_SqFt,Furnishing,Tenant_Type,Property_Type,Property_Age_Category,Property_Age_Years,Posted_Date,Rent_Per_SqFt,Rent_Annual,Rent_Band,Area_Band,Rate_Quality_Flag,Absolute_Price_Flag,Rate_Ceiling_Flag,Data_Quality_Flag
LST-256,99acres,Kandivali East,Western Line,Mid Suburb,Shraddha Complex,70000.00,3,3,5,7,950,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-12,73.68,840000,Premium,Large,Normal,Normal,Normal,Pass
LST-257,99acres,Kandivali West,Western Line,Mid Suburb,JP Jeevan Sapna,73000.00,3,3,2,19,1000,Unfurnished,Family Only,Apartment,Unknown,,2026-05-31,73.00,876000,Premium,Large,Normal,Normal,Normal,Pass
LST-258,99acres,Kandivali West,Western Line,Mid Suburb,Anant Bhoomi,87000.00,3,3,8,31,1012,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-19,85.97,1044000,Premium,Large,Normal,Normal,Normal,Pass
LST-259,99acres,Kandivali West,Western Line,Mid Suburb,Harasiddh Mansarovar,85000.00,3,3,11,22,1063,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-18,79.96,1020000,Premium,Large,Normal,Normal,Normal,Pass
LST-260,99acres,Kandivali West,Western Line,Mid Suburb,Symphony Towers,68000.00,3,3,10,17,942,Semi-Furnished,All,Apartment,10+ Years,10,2026-05-09,72.19,816000,Premium,Large,Normal,Normal,Normal,Pass
LST-261,99acres,Kandivali West,Western Line,Mid Suburb,Bharat Asbury Park,68000.00,3,3,10,20,764,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-17,89.01,816000,Premium,Medium,Normal,Normal,Normal,Pass
LST-262,99acres,Kandivali West,Western Line,Mid Suburb,Veena Classic,46000.00,2,2,4,7,600,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-13,76.67,552000,Mid,Medium,Normal,Normal,Normal,Pass
LST-263,99acres,Kandivali West,Western Line,Mid Suburb,Vasant Vaikunth,55000.00,2,2,2,8,600,Unfurnished,Family Only,Apartment,Unknown,,2026-05-14,91.67,660000,Mid,Medium,Normal,Normal,Normal,Pass
LST-264,99acres,Kandivali West,Western Line,Mid Suburb,Ruparel Skygreens,50000.00,2,2,30,40,600,Unfurnished,Family Only,Apartment,Unknown,,2026-06-24,83.33,600000,Mid,Medium,Normal,Normal,Normal,Pass
LST-265,99acres,Kandivali West,Western Line,Mid Suburb,Shree Lucky Tower,75000.00,2,3,1,2,800,Furnished,Family Only,Apartment,10+ Years,10,2026-06-17,93.75,900000,Premium,Medium,Normal,Normal,Normal,Pass
LST-266,99acres,Kandivali West,Western Line,Mid Suburb,Anupam CHS,42000.00,2,2,8,8,650,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-25,64.62,504000,Mid,Medium,Normal,Normal,Normal,Pass
LST-267,99acres,Kandivali West,Western Line,Mid Suburb,Paarijat CHS,35000.00,1,2,6,8,400,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-17,87.50,420000,Mid,Compact,Normal,Normal,Normal,Pass
LST-268,99acres,Kandivali West,Western Line,Mid Suburb,Vasant Aangan,35000.00,1,2,4,8,450,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-17,77.78,420000,Mid,Compact,Normal,Normal,Normal,Pass
LST-269,99acres,Kandivali West,Western Line,Mid Suburb,Shivam chs,30500.00,1,1,5,5,450,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-15,67.78,366000,Mid,Compact,Normal,Normal,Normal,Pass
LST-270,99acres,Kandivali West,Western Line,Mid Suburb,Ekta Bhoomi,40000.00,1,2,5,8,435,Furnished,Family Only,Apartment,10+ Years,10,2026-06-17,91.95,480000,Mid,Compact,Normal,Normal,Normal,Pass
LST-271,99acres,Kandivali West,Western Line,Mid Suburb,Sai Chitra Apartment,32000.00,1,2,3,7,410,Furnished,Family Only,Apartment,10+ Years,10,2026-06-13,78.05,384000,Mid,Compact,Normal,Normal,Normal,Pass
LST-272,99acres,Malad East,Western Line,Mid Suburb,Omkar Signet,55000.00,1,1,16,34,333,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-20,165.17,660000,Mid,Compact,Normal,Normal,Normal,Pass
LST-273,99acres,Malad East,Western Line,Mid Suburb,Swapnpurti Heights,37000.00,1,2,13,23,460,Unfurnished,All,Apartment,0-1 Year,1,2026-06-18,80.43,444000,Mid,Compact,Normal,Normal,Normal,Pass
LST-274,99acres,Malad East,Western Line,Mid Suburb,Shivneri,35000.00,1,2,21,23,460,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-05,76.09,420000,Mid,Compact,Normal,Normal,Normal,Pass
LST-275,99acres,Malad East,Western Line,Mid Suburb,Rizvi Cedar,50000.00,1,2,12,22,433,Furnished,All,Apartment,Unknown,,2026-06-15,115.47,600000,Mid,Compact,Normal,Normal,Normal,Pass
LST-276,99acres,Malad East,Western Line,Mid Suburb,Lalani Velentine,47000.00,1,2,4,20,405,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-23,116.05,564000,Mid,Compact,Normal,Normal,Normal,Pass
LST-277,99acres,Malad East,Western Line,Mid Suburb,K Raheja Residency,75000.00,2,2,4,30,725,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-05-13,103.45,900000,Premium,Medium,Normal,Normal,Normal,Pass
LST-278,99acres,Malad East,Western Line,Mid Suburb,Raheja Complex,50000.00,2,2,3,7,700,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-22,71.43,600000,Mid,Medium,Normal,Normal,Normal,Pass
LST-279,99acres,Malad East,Western Line,Mid Suburb,Raheja Tipco Heights,75000.00,2,2,7,20,750,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-24,100.00,900000,Premium,Medium,Normal,Normal,Normal,Pass
LST-280,99acres,Malad East,Western Line,Mid Suburb,Omkar Alta Monte,105000.00,2,2,38,62,948,Furnished,Family Only,Apartment,Unknown,,2026-06-11,110.76,1260000,Luxury,Large,Normal,Normal,Normal,Pass
LST-281,99acres,Malad East,Western Line,Mid Suburb,DGS Sheetal Ekta,68000.00,2,2,19,24,650,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-11,104.62,816000,Premium,Medium,Normal,Normal,Normal,Pass
LST-282,99acres,Malad East,Western Line,Mid Suburb,Omkar Alta Monte,160000.00,3,3,19,62,1833,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-09,87.29,1920000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-283,99acres,Malad East,Western Line,Mid Suburb,Sheth Vasant Valley Ivy Tower,120000.00,3,3,6,41,1350,Furnished,Family Only,Apartment,Unknown,,2026-06-10,88.89,1440000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-284,99acres,Malad East,Western Line,Mid Suburb,Prima Upper East 97,80000.00,3,3,12,20,980,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-02,81.63,960000,Premium,Large,Normal,Normal,Normal,Pass
LST-285,99acres,Malad East,Western Line,Mid Suburb,AO f Residences,100000.00,3,3,8,37,1074.3,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-05-19,93.08,1200000,Premium,Large,Normal,Normal,Normal,Pass
LST-286,99acres,Malad East,Western Line,Mid Suburb,K Raheja Residency,75000.00,3,3,14,20,775,Semi-Furnished,All,Apartment,0-1 Year,1,2026-06-16,96.77,900000,Premium,Medium,Normal,Normal,Normal,Pass
LST-287,99acres,Malad West,Western Line,Mid Suburb,Siddharth Palace,36000.00,1,2,1,10,400,Unfurnished,All,Apartment,Unknown,,2026-06-14,90.00,432000,Mid,Compact,Normal,Normal,Normal,Pass
LST-288,99acres,Malad West,Western Line,Mid Suburb,Bhoomi Classic,52000.00,1,2,1,7,435,Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-11,119.54,624000,Mid,Compact,Normal,Normal,Normal,Pass
LST-289,99acres,Malad West,Western Line,Mid Suburb,Sheth Irene,45000.00,1,2,3,45,434,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-17,103.69,540000,Mid,Compact,Normal,Normal,Normal,Pass
LST-290,99acres,Malad West,Western Line,Mid Suburb,Shiv Parvati,42000.00,1,1,6,8,410,Semi-Furnished,All,Apartment,Unknown,,2026-06-10,102.44,504000,Mid,Compact,Normal,Normal,Normal,Pass
LST-291,99acres,Malad West,Western Line,Mid Suburb,Shree Shivdham CHS,39000.00,1,1,5,6,445,Unfurnished,All,Apartment,Unknown,,2026-06-23,87.64,468000,Mid,Compact,Normal,Normal,Normal,Pass
LST-292,99acres,Malad West,Western Line,Mid Suburb,Auris Bliss,65000.00,2,2,25,52,676.5,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-18,96.08,780000,Premium,Medium,Normal,Normal,Normal,Pass
LST-293,99acres,Malad West,Western Line,Mid Suburb,Serenity Height,68000.00,2,2,11,14,750,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-05-26,90.67,816000,Premium,Medium,Normal,Normal,Normal,Pass
LST-294,99acres,Malad West,Western Line,Mid Suburb,Vishal Nagar Complex,49999.00,2,2,6,6,700,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-22,71.43,599988,Mid,Medium,Normal,Normal,Normal,Pass
LST-295,99acres,Malad West,Western Line,Mid Suburb,Lodha Raj Infinia,75000.00,2,2,18,38,800,Semi-Furnished,All,Apartment,0-1 Year,1,2026-05-08,93.75,900000,Premium,Medium,Normal,Normal,Normal,Pass
LST-296,99acres,Malad West,Western Line,Mid Suburb,Nilanjana CHS,50000.00,2,2,13,13,650,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-16,76.92,600000,Mid,Medium,Normal,Normal,Normal,Pass
LST-297,99acres,Malad West,Western Line,Mid Suburb,Evershine Grandeur CHS,89000.00,3,3,5,11,1100,Semi-Furnished,All,Apartment,Unknown,,2026-06-18,80.91,1068000,Premium,Large,Normal,Normal,Normal,Pass
LST-298,99acres,Malad West,Western Line,Mid Suburb,Lotus Sky Gardens,75000.00,3,3,13,43,1037,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-23,72.32,900000,Premium,Large,Normal,Normal,Normal,Pass
LST-299,99acres,Malad West,Western Line,Mid Suburb,Sun Sand Dunes,95000.00,3,3,10,21,1130,Unfurnished,Family Only,Apartment,Unknown,,2026-06-10,84.07,1140000,Premium,Large,Normal,Normal,Normal,Pass
LST-300,99acres,Malad West,Western Line,Mid Suburb,auris serenity,130000.00,3,3,64,68,1000,Furnished,All,Apartment,1-5 Years,3,2026-06-22,130.00,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-301,99acres,Malad West,Western Line,Mid Suburb,Rustomjee Elanza,110000.00,3,3,16,36,900,Furnished,Family Only,Apartment,Unknown,,2026-06-24,122.22,1320000,Luxury,Large,Normal,Normal,Normal,Pass
LST-302,99acres,Goregaon East,Western Line,Mid Suburb,Hetali Blessings,52000.00,1,2,6,21,499.98,Semi-Furnished,All,Apartment,Unknown,,2026-06-23,104.00,624000,Mid,Compact,Normal,Normal,Normal,Pass
LST-303,99acres,Goregaon East,Western Line,Mid Suburb,Conwood Astoria,46000.00,1,1,11,32,450,Unfurnished,All,Apartment,5-10 Years,7.5,2026-06-20,102.22,552000,Mid,Compact,Normal,Normal,Normal,Pass
LST-304,magicbricks,Goregaon East,Western Line,Mid Suburb,IM Applaud 38,45000.00,1,2,20,38,450,Semi-Furnished,Unknown,Apartment,Unknown,,2026-06-27,100.00,540000,Mid,Compact,Normal,Normal,Normal,Pass
LST-305,99acres,Goregaon East,Western Line,Mid Suburb,Vasant Valley,44000.00,1,1,4,7,405,Semi-Furnished,All,Apartment,Unknown,,2026-06-24,108.64,528000,Mid,Compact,Normal,Normal,Normal,Pass
LST-306,99acres,Goregaon East,Western Line,Mid Suburb,Lalani Grandeur,51000.00,1,2,21,26,420,Semi-Furnished,All,Apartment,Unknown,,2026-06-12,121.43,612000,Mid,Compact,Normal,Normal,Normal,Pass
LST-307,99acres,Goregaon East,Western Line,Mid Suburb,Suyojana Residency,100000.00,2,2,6,10,900,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-05-22,111.11,1200000,Premium,Large,Normal,Normal,Normal,Pass
LST-308,99acres,Goregaon East,Western Line,Mid Suburb,Aasamanta Krupa,70000.00,2,2,6,9,600,Unfurnished,Family Only,Apartment,Unknown,,2026-05-20,116.67,840000,Premium,Medium,Normal,Normal,Normal,Pass
LST-309,magicbricks,Goregaon East,Western Line,Mid Suburb,Lodha Fiorenza,130000.00,2,2,24,45,875,Furnished,Family Only,Apartment,Unknown,,2026-06-27,148.57,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-310,99acres,Goregaon East,Western Line,Mid Suburb,JP Decks,72000.00,2,2,18,41,780,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-16,92.31,864000,Premium,Medium,Normal,Normal,Normal,Pass
LST-311,magicbricks,Goregaon East,Western Line,Mid Suburb,Velentine Tower,65000.00,2,2,10,20,750,Semi-Furnished,Unknown,Apartment,Unknown,,2026-06-28,86.67,780000,Premium,Medium,Normal,Normal,Normal,Pass
LST-312,99acres,Goregaon East,Western Line,Mid Suburb,Arkade Aspire,130000.00,3,3,10,22,1058,Furnished,Family Only,Apartment,Unknown,,2026-06-17,122.87,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-313,99acres,Goregaon East,Western Line,Mid Suburb,Lodha Fiorenza,200000.00,3,3,28,42,1378,Furnished,Family Only,Apartment,10+ Years,10,2026-05-19,145.14,2400000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-314,magicbricks,Goregaon East,Western Line,Mid Suburb,Oberoi Esquire,290000.00,3,5,40,52,1515,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-28,191.42,3480000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-315,99acres,Goregaon East,Western Line,Mid Suburb,Laxmi Sadan,90000.00,3,3,2,3,1200,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-17,75.00,1080000,Premium,Large,Normal,Normal,Normal,Pass
LST-316,99acres,Goregaon East,Western Line,Mid Suburb,Romell Aether,100000.00,3,3,10,42,980,Semi-Furnished,All,Apartment,5-10 Years,7.5,2026-06-17,102.04,1200000,Premium,Large,Normal,Normal,Normal,Pass
LST-317,99acres,Goregaon West,Western Line,Mid Suburb,Milind Bhavan,40000.00,1,1,7,7,410,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-27,97.56,480000,Mid,Compact,Normal,Normal,Normal,Pass
LST-318,99acres,Goregaon West,Western Line,Mid Suburb,Sukhniwas CHS,45000.00,1,2,15,20,470,Unfurnished,All,Apartment,Unknown,,2026-06-24,95.74,540000,Mid,Compact,Normal,Normal,Normal,Pass
LST-319,99acres,Goregaon West,Western Line,Mid Suburb,Best Colony,40000.00,1,2,1,4,550,Furnished,All,Apartment,10+ Years,10,2026-05-28,72.73,480000,Mid,Medium,Normal,Normal,Normal,Pass
LST-320,99acres,Goregaon West,Western Line,Mid Suburb,Laxmi Shrushti,45000.00,1,1,6,23,435,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-24,103.45,540000,Mid,Compact,Normal,Normal,Normal,Pass
LST-321,99acres,Goregaon West,Western Line,Mid Suburb,Riddhi Siddhi Heights,41000.00,1,2,14,23,400,Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-25,102.50,492000,Mid,Compact,Normal,Normal,Normal,Pass
LST-322,99acres,Goregaon West,Western Line,Mid Suburb,Topiwala CHS,51000.00,2,2,6,7,950,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-29,53.68,612000,Mid,Large,Normal,Normal,Normal,Pass
LST-323,99acres,Goregaon West,Western Line,Mid Suburb,Sunteck City Avenue 2,75000.00,2,2,12,46,629,Unfurnished,All,Apartment,1-5 Years,3,2026-06-11,119.24,900000,Premium,Medium,Normal,Normal,Normal,Pass
LST-324,99acres,Goregaon West,Western Line,Mid Suburb,Nanddham CHS,66000.00,2,2,2,4,650,Furnished,All,Apartment,10+ Years,10,2026-06-23,101.54,792000,Premium,Medium,Normal,Normal,Normal,Pass
LST-325,99acres,Goregaon West,Western Line,Mid Suburb,Asshna Samadhan,63000.00,2,2,15,23,501,Semi-Furnished,All,Apartment,Unknown,,2026-06-16,125.75,756000,Premium,Medium,Normal,Normal,Normal,Pass
LST-326,99acres,Goregaon West,Western Line,Mid Suburb,Patra CHS,55000.00,2,2,10,11,800,Semi-Furnished,All,Apartment,0-1 Year,1,2026-06-29,68.75,660000,Mid,Medium,Normal,Normal,Normal,Pass
LST-327,99acres,Goregaon West,Western Line,Mid Suburb,Imperial Heights,140000.00,3,2,32,47,1042,Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-11,134.36,1680000,Luxury,Large,Normal,Normal,Normal,Pass
LST-328,99acres,Goregaon West,Western Line,Mid Suburb,Polaris Tower,105000.00,3,3,5,21,1000,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-11,105.00,1260000,Luxury,Large,Normal,Normal,Normal,Pass
LST-329,99acres,Goregaon West,Western Line,Mid Suburb,Chandak Stella,90000.00,3,3,10,20,881,Unfurnished,Family Only,Apartment,Unknown,,2026-05-15,102.16,1080000,Premium,Large,Normal,Normal,Normal,Pass
LST-330,99acres,Goregaon West,Western Line,Mid Suburb,Ekta tripolis,115000.00,3,3,35,36,1084,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-11,106.09,1380000,Luxury,Large,Normal,Normal,Normal,Pass
LST-331,99acres,Goregaon West,Western Line,Mid Suburb,Wadhwa Crown Residences,92000.00,3,2,13,35,921,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-11,99.89,1104000,Premium,Large,Normal,Normal,Normal,Pass
LST-332,99acres,Jogeshwari East,Western Line,Mid Suburb,Green Field Society,40000.00,1,1,7,7,400,Semi-Furnished,All,Apartment,Unknown,,2026-06-27,100.00,480000,Mid,Compact,Normal,Normal,Normal,Pass
LST-333,99acres,Jogeshwari East,Western Line,Mid Suburb,Aditi Shristi Residency,47000.00,1,2,11,23,430,Semi-Furnished,All,Apartment,0-1 Year,1,2026-06-20,109.30,564000,Mid,Compact,Normal,Normal,Normal,Pass
LST-334,99acres,Jogeshwari East,Western Line,Mid Suburb,Hardevi Society,40000.00,1,2,0,1,420,Unfurnished,All,Apartment,Unknown,,2026-06-25,95.24,480000,Mid,Compact,Normal,Normal,Normal,Pass
LST-335,99acres,Jogeshwari East,Western Line,Mid Suburb,Ranbir Height,65000.00,1,2,1,18,450,Semi-Furnished,All,Apartment,Unknown,,2026-05-25,144.44,780000,Premium,Compact,Normal,Normal,Normal,Pass
LST-336,99acres,Jogeshwari East,Western Line,Mid Suburb,Halkara Rameshwar Darshan,35000.00,1,2,7,11,470,Furnished,All,Apartment,Unknown,,2026-06-18,74.47,420000,Mid,Compact,Normal,Normal,Normal,Pass
LST-337,99acres,Jogeshwari East,Western Line,Mid Suburb,Oberoi Splendor,135000.00,2,2,20,27,900,Furnished,All,Apartment,1-5 Years,3,2026-05-06,150.00,1620000,Luxury,Large,Normal,Normal,Normal,Pass
LST-338,99acres,Jogeshwari East,Western Line,Mid Suburb,Green Field Society,55000.00,2,2,3,10,761,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-08,72.27,660000,Mid,Medium,Normal,Normal,Normal,Pass
LST-339,99acres,Jogeshwari East,Western Line,Mid Suburb,Aditi Shristi Residency,65000.00,2,2,13,23,595,Unfurnished,All,Apartment,Unknown,,2026-05-26,109.24,780000,Premium,Medium,Normal,Normal,Normal,Pass
LST-340,99acres,Jogeshwari East,Western Line,Mid Suburb,HDIL Dheeraj Vaibhav,67000.00,2,2,3,6,680,Furnished,All,Apartment,10+ Years,10,2026-05-06,98.53,804000,Premium,Medium,Normal,Normal,Normal,Pass
LST-341,99acres,Jogeshwari East,Western Line,Mid Suburb,Dhiraj Darshan Apartments,65000.00,2,2,4,8,550,Furnished,All,Apartment,10+ Years,10,2026-06-12,118.18,780000,Premium,Medium,Normal,Normal,Normal,Pass
LST-342,99acres,Jogeshwari East,Western Line,Mid Suburb,Oberoi Splendor,140000.00,3,3,9,27,987,Furnished,All,Apartment,10+ Years,10,2026-05-08,141.84,1680000,Luxury,Large,Normal,Normal,Normal,Pass
LST-343,99acres,Jogeshwari East,Western Line,Mid Suburb,Brindaban 2,95000.00,3,3,6,11,1150,Unfurnished,Family Only,Apartment,Unknown,,2026-06-27,82.61,1140000,Premium,Large,Normal,Normal,Normal,Pass
LST-344,magicbricks,Jogeshwari East,Western Line,Mid Suburb,Lily White,130000.00,3,3,11,12,1060,Furnished,All,Apartment,5-10 Years,7.5,2026-05-28,122.64,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-345,magicbricks,Jogeshwari East,Western Line,Mid Suburb,Poonam Nagar,130000.00,3,2,12,27,985,Unfurnished,All,Apartment,1-5 Years,3,2026-06-06,131.98,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-346,99acres,Jogeshwari West,Western Line,Mid Suburb,pearl chs,36000.00,1,1,3,7,425,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-29,84.71,432000,Mid,Compact,Normal,Normal,Normal,Pass
LST-347,99acres,Jogeshwari West,Western Line,Mid Suburb,Universal Garden,47000.00,1,2,10,22,468,Unfurnished,Family Only,Apartment,Unknown,,2026-06-23,100.43,564000,Mid,Compact,Normal,Normal,Normal,Pass
LST-348,99acres,Jogeshwari West,Western Line,Mid Suburb,SMGK Associate Residency,48000.00,1,2,11,23,475,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-06-27,101.05,576000,Mid,Compact,Normal,Normal,Normal,Pass
LST-349,99acres,Jogeshwari West,Western Line,Mid Suburb,Lodha Bel Air,43000.00,1,2,10,22,420,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-27,102.38,516000,Mid,Compact,Normal,Normal,Normal,Pass
LST-350,99acres,Jogeshwari West,Western Line,Mid Suburb,Lodha Unica,48000.00,1,2,1,21,353,Semi-Furnished,All,Apartment,1-5 Years,3,2026-05-25,135.98,576000,Mid,Compact,Normal,Normal,Normal,Pass
LST-351,99acres,Jogeshwari West,Western Line,Mid Suburb,Paradigm Alaya,62000.00,2,2,20,41,648,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-09,95.68,744000,Premium,Medium,Normal,Normal,Normal,Pass
LST-352,99acres,Jogeshwari West,Western Line,Mid Suburb,Level The Residences,100000.00,2,2,32,40,703,Furnished,All,Apartment,0-1 Year,1,2026-06-28,142.25,1200000,Premium,Medium,Normal,Normal,Normal,Pass
LST-353,99acres,Jogeshwari West,Western Line,Mid Suburb,Ravi Kiran Society,55000.00,2,2,1,7,500,Furnished,All,Apartment,10+ Years,10,2026-06-21,110.00,660000,Mid,Compact,Normal,Normal,Normal,Pass
LST-354,99acres,Jogeshwari West,Western Line,Mid Suburb,Lodha Bel Air,70000.00,2,2,18,22,820,Furnished,All,Apartment,Unknown,,2026-06-18,85.37,840000,Premium,Large,Normal,Normal,Normal,Pass
LST-355,99acres,Jogeshwari West,Western Line,Mid Suburb,Vision Heights,65000.00,2,2,22,24,597,Unfurnished,All,Apartment,0-1 Year,1,2026-05-12,108.88,780000,Premium,Medium,Normal,Normal,Normal,Pass
LST-356,99acres,Jogeshwari West,Western Line,Mid Suburb,The Park Residences,230000.00,3,3,20,40,1100,Furnished,Family Only,Apartment,Unknown,,2026-06-25,209.09,2760000,Luxury,Large,Normal,Normal,Normal,Pass
LST-357,99acres,Jogeshwari West,Western Line,Mid Suburb,Windermere CHS,180000.00,3,3,13,19,1400,Furnished,Family Only,Apartment,Unknown,,2026-06-21,128.57,2160000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-358,99acres,Jogeshwari West,Western Line,Mid Suburb,Sheth 72 West,165000.00,3,3,17,34,1210,Unfurnished,All,Apartment,0-1 Year,1,2026-05-13,136.36,1980000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-359,99acres,Jogeshwari West,Western Line,Mid Suburb,UNIVERSAL GARDEN,100000.00,3,3,16,22,1145,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-02,87.34,1200000,Premium,Large,Normal,Normal,Normal,Pass
LST-360,99acres,Jogeshwari West,Western Line,Mid Suburb,Lodha Bel Air,117000.00,3,2,16,22,1098,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-05-06,106.56,1404000,Luxury,Large,Normal,Normal,Normal,Pass
LST-361,99acres,Vile Parle East,Western Line,Mid Suburb,Adhar Vastu Society,53000.00,1,2,7,12,450,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-18,117.78,636000,Mid,Compact,Normal,Normal,Normal,Pass
LST-362,99acres,Vile Parle East,Western Line,Mid Suburb,Relcon Kalpavriksha Apartment,49000.00,1,2,3,10,350,Semi-Furnished,All,Apartment,Unknown,,2026-06-15,140.00,588000,Mid,Compact,Normal,Normal,Normal,Pass
LST-363,99acres,Vile Parle East,Western Line,Mid Suburb,IVY MARVEL,65000.00,1,2,13,13,430,Unfurnished,Family Only,Apartment,Unknown,,2026-06-24,151.16,780000,Premium,Compact,Normal,Normal,Normal,Pass
LST-364,99acres,Vile Parle East,Western Line,Mid Suburb,VASTU OMKAR,55000.00,1,2,4,11,450,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-18,122.22,660000,Mid,Compact,Normal,Normal,Normal,Pass
LST-365,99acres,Vile Parle East,Western Line,Mid Suburb,Pradhan,42000.00,1,1,2,3,400,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-06-25,105.00,504000,Mid,Compact,Normal,Normal,Normal,Pass
LST-366,99acres,Vile Parle East,Western Line,Mid Suburb,Moss Aadhira,70000.00,2,2,4,10,728,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-05,96.15,840000,Premium,Medium,Normal,Normal,Normal,Pass
LST-367,99acres,Vile Parle East,Western Line,Mid Suburb,Subarswar Vireshwar Heights,83000.00,2,2,2,6,650,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-05,127.69,996000,Premium,Medium,Normal,Normal,Normal,Pass
LST-368,99acres,Vile Parle East,Western Line,Mid Suburb,SGPH Parlashray CHS,80000.00,2,2,3,7,800,Semi-Furnished,All,Apartment,Unknown,,2026-06-10,100.00,960000,Premium,Medium,Normal,Normal,Normal,Pass
LST-369,99acres,Vile Parle East,Western Line,Mid Suburb,SHRI SAI KRUPA,90000.00,2,2,6,9,680,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-06-25,132.35,1080000,Premium,Medium,Normal,Normal,Normal,Pass
LST-370,99acres,Vile Parle East,Western Line,Mid Suburb,DEEPANJALI,90000.00,2,2,4,8,686,Furnished,Family Only,Apartment,1-5 Years,3,2026-06-22,131.20,1080000,Premium,Medium,Normal,Normal,Normal,Pass
LST-371,99acres,Vile Parle East,Western Line,Mid Suburb,HASYAVADAN,125000.00,3,3,4,6,900,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-06-23,138.89,1500000,Luxury,Large,Normal,Normal,Normal,Pass
LST-372,99acres,Vile Parle East,Western Line,Mid Suburb,PARK WAY MANOR,130000.00,3,3,5,8,824,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-22,157.77,1560000,Luxury,Large,Normal,Normal,Normal,Pass
LST-373,99acres,Vile Parle East,Western Line,Mid Suburb,ALAKNANDA,150000.00,3,4,4,7,1060,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-18,141.51,1800000,Luxury,Large,Normal,Normal,Normal,Pass
